id,employee_id,CPF,Nome,Email,Telefone,RG,Nacionalidade,Dt. Nascimento,Sexo,Raça e Cor,Estado Civil,Mãe,Pai,Endereço Completo,Criado_em,Upload_em
d06921d3-8682-46b9-8c96-53087f86243b,7c8720cb-83b5-4324-bc9b-fd28569765ed,66300708612,Daniela da Conceição,nascimentoraul@example.com,0900-624-1760,11385536,Brasileiro(a),1983-03-19,Masculino,Indígena,Divorciado(a),Manuela Moreira,Bruno da Rosa,"Jardim Luiz Gustavo Rezende, 12
Santa Rosa
20043108 Pereira / PA",01-31-2023,01-31-2023
8b1e6367-3ca1-46ab-ab06-3affbb3eff38,8996e965-0dd1-4edd-b37a-225f2b3a4a93,27071011638,Pedro Miguel Souza,nogueiramiguel@example.org,+55 (031) 7307-6735,44201975,Brasileiro(a),2011-03-23,Outro,Preto(a),Solteiro(a),Srta. Clara Teixeira,Henrique Silva,"Estrada de da Cruz, 49
Cidade Jardim
60386-208 da Paz dos Dourados / RR",01-31-2023,01-31-2023
76b2ea8d-63b7-48d6-88d4-2c5e48b81e98,baf82a47-8300-4799-b5f8-8f9224cc354f,29625286721,Amanda Silva,luiz-gustavocardoso@example.org,+55 84 0292 4626,95798508,Brasileiro(a),2015-12-27,Outro,Branco(a),Viúvo(a),Srta. Rafaela Nogueira,Sr. Henrique Viana,"Campo de Barros, 55
Cidade Jardim Taquaril
86584223 Silveira de Alves / RJ",01-31-2023,01-31-2023
41600bd9-9689-431b-b49e-7f4daaae2d02,67fd2e0c-97a8-478b-835e-88e255fc0a2f,54710058319,Isadora Barbosa,luiz-henrique64@example.org,(051) 5604-0601,79695972,Brasileiro(a),1971-06-21,Outro,Indígena,Viúvo(a),Maria Luiza Souza,Gabriel Lima,"Esplanada Gabriela Fogaça, 40
São Marcos
22715182 da Conceição / TO",01-31-2023,01-31-2023
bd331be5-7e80-4607-95fe-80d16415ea59,6d8ea36b-cc11-4935-be23-2d43c73efa54,94631917208,Raquel Gonçalves,zaragao@example.org,84 3810 6679,23125344,Brasileiro(a),1976-10-08,Feminino,Indígena,Casado(a),Ana Lívia Barbosa,Thiago Azevedo,"Trevo Ana Cavalcanti
Delta
24125-698 Gonçalves / DF",01-31-2023,01-31-2023
b912325c-31eb-490e-a288-f728ce2f4069,17ad5b13-2c07-4220-9462-c0a683beab3e,90030451969,Mariana Cardoso,jrezende@example.com,0300-443-2104,43998875,Brasileiro(a),1983-07-28,Masculino,Branco(a),Solteiro(a),Isis Pereira,Lucas Gabriel Azevedo,"Praça Luiz Gustavo Lima
Vila Barragem Santa Lúcia
89770-133 da Rosa / RN",01-31-2023,01-31-2023
cd32f40e-a38b-4f42-926b-ed0fbf826f6e,54917bd3-af2a-4595-81b8-7e17159f6fa7,27243136177,Srta. Agatha Moura,ana-julia51@example.org,+55 81 4536-7775,56154653,Brasileiro(a),1996-01-31,Outro,Indígena,Casado(a),Bruna Azevedo,Erick Almeida,"Viaduto de Costela
Conjunto Floramar
01843752 Correia Verde / AP",01-31-2023,01-31-2023
e428684a-ec21-490b-98ac-6ed3150d3d21,3cf1a352-80b8-40a3-a5d8-07fabe3e81e4,91847271937,Letícia Cardoso,da-matamaria-eduarda@example.net,+55 (051) 4580-3744,77685850,Brasileiro(a),2002-09-30,Feminino,Indígena,Viúvo(a),Camila Pinto,Daniel Cunha,"Passarela Eduardo Fernandes, 5
Conjunto Taquaril
01010-568 Nunes / MS",01-31-2023,01-31-2023
d079984b-7b24-4eda-8f74-3e4b4a2ee3ab,3cf1a352-80b8-40a3-a5d8-07fabe3e81e4,91847271937,Letícia Cardoso,da-matamaria-eduarda@example.net,+55 (051) 4580-3744,77685850,Brasileiro(a),2002-09-30,Feminino,Preto(a),Viúvo(a),Camila Pinto,Daniel Cunha,"Passarela Eduardo Fernandes, 5
Conjunto Taquaril
01010-568 Nunes / MS",01-31-2023,01-31-2023
92f41043-da93-4717-8f91-071161709d50,6e23c90a-108d-4ed1-9553-cad407eae2dc,76521464772,Alexia Barros,joao-lucas11@example.net,(071) 0352 7939,39715485,Brasileiro(a),2020-10-16,Feminino,Pardo(a),Divorciado(a),Maria Julia da Conceição,Calebe Silva,"Trevo de Peixoto
Candelaria
98856-968 da Mota das Pedras / TO",01-31-2023,01-31-2023
1aef3b01-dbd6-4ce5-8ef2-780f33f972c4,d6bf7d0e-cfa0-4296-b7d0-9a0e1ede2f35,65075635175,Yuri da Costa,martinsmanuela@example.net,(041) 0592-3082,77952400,Brasileiro(a),1997-04-02,Feminino,Preto(a),Solteiro(a),Brenda da Paz,Sr. Enrico Pereira,"Praia Fernandes, 6
Conjunto Serra Verde
87907385 Martins Alegre / RN",01-31-2023,01-31-2023
914b4094-8ba2-441a-a548-59c47e014780,4096338d-764f-419a-8330-81dc640e7e15,94580801592,Bryan Duarte,isilva@example.org,(084) 2824 8883,23174883,Brasileiro(a),2005-12-06,Outro,Pardo(a),Viúvo(a),Helena Vieira,Alexandre Cardoso,"Avenida de Araújo, 675
Varzea Da Palma
13066031 Novaes de Goiás / RN",01-31-2023,01-31-2023
8e650889-6fb1-442a-afed-b69b7ccb5dc1,4096338d-764f-419a-8330-81dc640e7e15,94580801592,Bryan Duarte,isilva@example.org,(084) 2824 8883,23174883,Brasileiro(a),2005-12-06,Outro,Branco(a),Viúvo(a),Helena Vieira,Alexandre Cardoso,"Avenida de Araújo, 675
Varzea Da Palma
13066031 Novaes de Goiás / RN",01-31-2023,01-31-2023
eec8abb8-a90c-4fd6-bbdc-1d87ac0054f3,8af1fd79-6905-41a5-9a8a-10813fe2958b,51011539395,Ian Silva,isadora04@example.org,41 1383-5287,70426219,Brasileiro(a),2002-09-21,Outro,Indígena,Solteiro(a),Emanuella Oliveira,Fernando Cavalcanti,"Distrito Luiza Moraes, 730
São Paulo
23286527 Pires / SC",01-31-2023,01-31-2023
41107b68-341b-42e0-96de-9eb49167318c,6d55797f-95aa-41ae-b67c-5b5629599e00,49214726634,Vitor Ramos,alicia92@example.com,+55 81 2945-5493,92108567,Brasileiro(a),2016-12-13,Outro,Preto(a),Casado(a),Fernanda Nogueira,Rafael Cardoso,"Área Moraes, 5
Vila Jardim Montanhes
08236603 Moreira de Nascimento / PA",01-31-2023,01-31-2023
faa00db3-88a0-40ce-8c94-eec05ee5cf92,0d882b5d-60e3-44cb-8cd4-59b2d7f3f285,17536684068,Catarina Peixoto,nathan96@example.com,11 8021 0507,82634954,Brasileiro(a),1973-08-08,Feminino,Indígena,Solteiro(a),Sra. Ana Laura Viana,Ryan Pinto,"Área de Campos, 89
Distrito Industrial Do Jatoba
74349196 Barbosa do Campo / TO",01-31-2023,01-31-2023
f3db4d5b-8aed-44fe-91f7-76e7d87c8b0c,855075d1-44c5-49b4-b85a-aadc8637ae8a,17367225600,Luiz Fernando Nunes,wdas-neves@example.net,+55 (061) 7959-9601,63855628,Brasileiro(a),2021-05-23,Outro,Indígena,Viúvo(a),Maria Clara da Paz,Vitor Castro,"Avenida da Conceição, 8
Bernadete
07110-497 da Rocha do Galho / AM",01-31-2023,01-31-2023
e2369240-c2ee-4d8c-adbe-abdf09e85a4d,9795beca-1658-4964-aa8a-fe041d49f44b,36550885762,Sophia Barros,brunaoliveira@example.com,(041) 0247 7780,33284968,Brasileiro(a),1991-08-13,Outro,Branco(a),Viúvo(a),Marcela Costela,Luiz Miguel Aragão,"Esplanada de Vieira, 44
Novo Das Industrias
57681-984 Mendes Alegre / DF",01-31-2023,01-31-2023
d74713e4-a4d0-4c78-8ca6-6757c6295b5b,58d88371-e5f8-4254-bde2-6b7fb90847bc,23386186591,Sra. Rebeca Fernandes,isaacnogueira@example.net,+55 81 4169 4538,16570309,Brasileiro(a),1987-07-28,Feminino,Branco(a),Solteiro(a),Marcela da Rocha,Luiz Miguel Gomes,"Rua Ribeiro, 56
Barro Preto
08517973 Correia do Norte / MA",01-31-2023,01-31-2023
05a5b397-0ec5-4fc8-ae67-1cd86c5e07f6,2783da86-b2b6-4d00-a27f-93cdcf719868,76735657162,Maysa Gomes,alana13@example.net,(071) 2778 6679,34024207,Brasileiro(a),1989-10-27,Masculino,Branco(a),Solteiro(a),Mariane da Cunha,Sr. Davi Lucca Souza,"Viaduto de Pinto, 243
Leticia
45137231 Pereira de Gonçalves / SE",01-31-2023,01-31-2023
cbb23a0d-ee28-4227-902c-02767fc1b7cc,2665ef0b-1177-449d-86ad-fb0aafa84267,32787549743,Thiago da Paz,cunhasabrina@example.org,(081) 9046 4881,11909970,Brasileiro(a),2006-06-03,Outro,Branco(a),Divorciado(a),Srta. Maria Almeida,Otávio da Conceição,"Vila de Araújo, 84
Nova Gameleira
89110249 Azevedo do Campo / AC",01-31-2023,01-31-2023
e45a04ad-f802-42fe-840d-485537cd089d,88e31a21-afb1-4d22-86a1-224619866d44,15861964462,Cecília Vieira,oazevedo@example.net,51 6297 7967,83911546,Brasileiro(a),2003-04-17,Feminino,Branco(a),Solteiro(a),Alícia Aragão,Dr. Paulo Monteiro,"Estação Bernardo Barros, 47
Vila Independencia 3ª Seção
65763-120 Barbosa / SP",01-31-2023,01-31-2023
9aa29108-0291-4467-8129-21b15ccdf6c4,bc101a29-0486-4ad1-af17-dd56bb2884c4,92413270147,Catarina Lopes,da-luzerick@example.com,0500-025-7947,79964144,Brasileiro(a),1979-11-02,Masculino,Branco(a),Solteiro(a),Srta. Melissa Sales,Leandro Silveira,"Jardim de Gonçalves, 6
Aparecida
35329716 da Paz / AP",01-31-2023,01-31-2023
11b39688-9d6b-4ae5-a872-aaa09991cf58,b5b53d29-4410-45f2-b6a8-33ec95feba90,88875788081,Nicole da Costa,da-motajoaquim@example.com,+55 81 4745-0441,72953847,Brasileiro(a),2012-06-22,Feminino,Branco(a),Solteiro(a),Maria Eduarda Melo,Benjamin Castro,"Viaduto Martins, 89
Castelo
22776-279 Dias do Amparo / MS",01-31-2023,01-31-2023
462d3fd3-1ab9-4c6a-a76e-356cdb70ed73,85e37a67-9435-4598-88e5-c30feea44b85,39026558120,João Gabriel Nogueira,ana-sophiaalves@example.net,+55 84 4812 7251,82002867,Brasileiro(a),1991-08-27,Feminino,Preto(a),Solteiro(a),Mariane Costa,Luiz Gustavo da Rosa,"Distrito Lima, 927
Vila Pilar
33179-223 Porto / SC",01-31-2023,01-31-2023
137a3cfa-b1b7-47db-afaf-78928a6a793b,7743faef-24fc-40db-a711-e61ce7c948a5,66602687205,Laura Oliveira,pereiranicole@example.com,(041) 3632-3462,92860038,Brasileiro(a),1997-04-30,Masculino,Branco(a),Casado(a),Sophia Melo,Igor Pinto,"Jardim de Vieira
São Luiz
68502361 da Mata de Araújo / AP",01-31-2023,01-31-2023
8cf218f4-0e46-447e-98c9-7ea6a58ae405,ca1a67cd-3d5b-4320-b2d5-f23cf79ae24c,98345227860,Marcelo Cardoso,enzo-gabriel83@example.net,(071) 6027 9010,66900498,Brasileiro(a),1972-07-27,Masculino,Indígena,Solteiro(a),Helena Silva,Luigi Cavalcanti,"Loteamento de Carvalho, 5
Capitão Eduardo
71017-830 Araújo da Praia / RS",01-31-2023,01-31-2023
62c62c27-7542-4809-a606-1a5dd9e0588e,07b9a63c-6b51-4185-b8f6-c863cdaa7b65,68698321407,João Miguel Barros,ucaldeira@example.net,(061) 3783-2211,33810477,Brasileiro(a),2013-12-06,Feminino,Indígena,Casado(a),Dra. Valentina Souza,Luiz Fernando Monteiro,"Largo Fernandes, 92
Canadá
27422-731 Silveira de Minas / TO",01-31-2023,01-31-2023
ae0a2bc5-a5c4-4ec5-ba8f-1ea51e373e26,25477289-34b7-4e23-b71c-c348f9276bab,39710971797,Vitor Hugo Gonçalves,eduardo70@example.com,21 3551-3969,88868826,Brasileiro(a),1983-08-10,Masculino,Branco(a),Divorciado(a),Sra. Marina Teixeira,Dr. Francisco da Rosa,"Núcleo Luiza Cavalcanti, 80
São Sebastião
29553-428 Castro do Galho / RO",01-31-2023,01-31-2023
5ca91949-e3bb-4491-8f07-5edea63f60aa,46e56256-7e1f-4b59-84dd-1d31762315b7,82949842985,Vitor Gabriel Gomes,vicente99@example.com,+55 71 9071-4949,29215352,Brasileiro(a),1996-05-31,Outro,Indígena,Divorciado(a),Cecília das Neves,Gabriel da Mata,"Loteamento Mendes
Nova Pampulha
53369-795 da Mota / BA",01-31-2023,01-31-2023
38f95388-9b62-42ef-a13c-25aead1a8249,4ecab03f-399b-4d91-9909-2defd4db12fe,62104124691,Bianca Moura,sofia50@example.org,31 1195 0663,89430697,Brasileiro(a),1971-04-09,Masculino,Preto(a),Solteiro(a),Maria Fernanda da Mota,Davi Lucca Pires,"Loteamento Fogaça, 68
Vila Jardim Alvorada
12085143 Ribeiro de Gomes / AM",01-31-2023,01-31-2023
9ae1fb5c-ac37-4b23-a123-cfdc59dbd405,6f6e6d2b-b679-4c22-b8a2-f4c1e557f2a9,40377382508,Mariane Ramos,baraujo@example.org,+55 51 6228 8312,26972620,Brasileiro(a),2001-06-12,Masculino,Preto(a),Viúvo(a),Yasmin Viana,Antônio Caldeira,"Residencial de Carvalho, 3
Vila Ouro Minas
82038024 Rocha / AM",01-31-2023,01-31-2023
4b999147-fa32-43d8-b3f5-d37333d81ade,0a445655-77d8-4696-a5bf-83fbd69a321b,84545788135,Ana Carolina Ramos,fariasmaria@example.com,81 0848 5436,18381324,Brasileiro(a),1997-03-05,Outro,Branco(a),Solteiro(a),Gabrielly Cardoso,Pedro Miguel Rocha,"Vereda de Pires, 17
Conjunto Bonsucesso
83133-910 Nogueira / PI",01-31-2023,01-31-2023
fe20ae20-ce39-4a5e-a058-3c9f10bde40a,5e04178e-dc12-457f-b133-c7a27025fc80,88495157446,Dra. Julia da Mota,zda-rocha@example.org,41 4462-7479,89248400,Brasileiro(a),1992-01-07,Masculino,Branco(a),Viúvo(a),Luna Silva,João Pedro Silva,"Setor Gabriela Pires, 32
Vila Ipiranga
74248175 Costela Paulista / TO",01-31-2023,01-31-2023
5761e1ba-33e7-4094-bef3-f7a1531d1b5b,e57a89dc-9ea3-4acb-a208-d4ad02c90015,61583091655,Felipe Pinto,raul45@example.org,(071) 1759 5936,80129541,Brasileiro(a),1986-12-04,Outro,Indígena,Divorciado(a),Sra. Isis Almeida,Matheus Ferreira,"Parque Heloísa Gonçalves, 14
Serrano
68985843 da Mota de da Rocha / RO",01-31-2023,01-31-2023
4064b697-d166-4dda-bb30-cac44dbad6b4,f13f1400-dedc-49b4-bab5-a3a846603c3f,96619418114,Srta. Milena Novaes,bryan41@example.com,(011) 0256 1882,83403624,Brasileiro(a),2003-01-25,Feminino,Branco(a),Viúvo(a),Alícia Gonçalves,Lucas Gabriel Azevedo,"Núcleo de Gomes, 4
Lagoinha
45940-109 da Paz Grande / ES",01-31-2023,01-31-2023
9d3f8929-6f45-4f2f-9638-5be9bb1437b5,25dbcd87-6c33-453b-bbef-d479a88f876e,75992893814,Carolina Caldeira,piresraquel@example.net,81 7804 7155,19233861,Brasileiro(a),1992-07-14,Masculino,Preto(a),Viúvo(a),Eduarda Oliveira,Dr. Fernando Freitas,"Recanto de Vieira, 461
Urca
19835-956 Aragão de Cavalcanti / MT",01-31-2023,01-31-2023
017f76b7-b3a4-419f-ac51-581b528c3473,15eaa1a1-bb36-496c-b97b-0181d458ee28,11935568759,Bruna Souza,guilhermefarias@example.net,0800-804-8737,10137057,Brasileiro(a),1980-08-22,Outro,Preto(a),Casado(a),Valentina Cavalcanti,Bruno Araújo,"Quadra de da Cunha, 256
Candelaria
22684816 Martins / RS",01-31-2023,01-31-2023
64f49d70-b91b-49b2-89d4-1f29e9a2a60c,15eaa1a1-bb36-496c-b97b-0181d458ee28,11935568759,Bruna Souza,guilhermefarias@example.net,0800-804-8737,10137057,Brasileiro(a),1980-08-22,Outro,Indígena,Casado(a),Valentina Cavalcanti,Bruno Araújo,"Quadra de da Cunha, 256
Candelaria
22684816 Martins / RS",01-31-2023,01-31-2023
60e8b9c6-d323-46ff-8fca-c17074b9ced7,15eaa1a1-bb36-496c-b97b-0181d458ee28,11935568759,Bruna Souza,guilhermefarias@example.net,0800-804-8737,10137057,Brasileiro(a),1980-08-22,Outro,Branco(a),Casado(a),Valentina Cavalcanti,Bruno Araújo,"Quadra de da Cunha, 256
Candelaria
22684816 Martins / RS",01-31-2023,01-31-2023
94678d4a-f513-474b-aad8-0382276cf691,05e2326c-aa24-4247-b863-e877d7ca9595,29723672315,João Miguel Castro,pdas-neves@example.net,(081) 3726-3412,33271827,Brasileiro(a),1975-05-18,Feminino,Indígena,Solteiro(a),Emilly da Mota,Lucas Gabriel Fogaça,"Via Moreira, 79
Santa Cecilia
79720-840 Aragão Paulista / AP",01-31-2023,01-31-2023
2de4a405-e763-4394-b70e-f7b02e1fc62c,bada92d0-3465-4183-9839-878abc4d21af,14086898706,Pietro Peixoto,ocavalcanti@example.com,61 7189-4337,78555878,Brasileiro(a),1997-06-01,Feminino,Branco(a),Solteiro(a),Srta. Maria Julia Moraes,Sr. Leandro Pinto,"Esplanada Dias
Vila Mantiqueira
76697656 Nascimento Grande / CE",01-31-2023,01-31-2023
c1083af0-d38a-490c-8a59-9288c909c632,9430961c-a62a-4ec1-b7d7-45dac5465c83,57299579789,João Pedro Melo,bianca53@example.net,(021) 3278-7708,51983664,Brasileiro(a),2009-03-01,Outro,Branco(a),Divorciado(a),Elisa Mendes,Samuel Barros,"Alameda de Barbosa, 5
Centro
24886297 Moreira / RJ",01-31-2023,01-31-2023
8f90b04c-01c5-459c-90b8-df8accbf2462,0ec50271-2fd1-41e8-95f7-02df4fb24bd7,85956136926,Bryan Fogaça,sda-rosa@example.net,+55 (084) 1201 1205,95338946,Brasileiro(a),1990-06-06,Feminino,Indígena,Divorciado(a),Luiza Souza,Augusto Santos,"Trecho da Rosa, 18
Conjunto São Francisco De Assis
05835-057 Rodrigues do Oeste / RN",01-31-2023,01-31-2023
38b49f31-5947-4309-92e0-64b3441d54cc,543d9e3b-e72d-4dea-8f96-4403545b3fc4,88745973585,Alexandre da Costa,ana-vitoriasouza@example.com,(031) 2030-9562,42926258,Brasileiro(a),2011-06-07,Feminino,Preto(a),Viúvo(a),Joana Duarte,Ian Rezende,"Quadra de Rezende, 743
Graça
71473896 Pereira / PE",01-31-2023,01-31-2023
f74b9d72-7a97-4867-8360-e0311cd7b3e8,543d9e3b-e72d-4dea-8f96-4403545b3fc4,88745973585,Alexandre da Costa,ana-vitoriasouza@example.com,(031) 2030-9562,42926258,Brasileiro(a),2011-06-07,Feminino,Branco(a),Viúvo(a),Joana Duarte,Ian Rezende,"Quadra de Rezende, 743
Graça
71473896 Pereira / PE",01-31-2023,01-31-2023
582e1a09-0c28-45b6-b709-bedf743c832a,eed3634a-bf5f-4bb1-8d78-e8d99045d804,42367451246,Letícia Azevedo,tcorreia@example.org,(071) 8619 9949,11159797,Brasileiro(a),1982-10-15,Feminino,Indígena,Casado(a),Luna Dias,Henrique Caldeira,"Praia Kamilly Lima, 298
Vila Paraíso
26309-113 Moreira das Flores / SP",01-31-2023,01-31-2023
