id,Nome,Telefone,Email,Situação,Criado_em,Upload_em
37031118-adc4-463b-8f69-45e098677ce4,Mariane Campos,81 0747-6762,henriqueazevedo@example.com,Ativo,01-30-2023,01-30-2023
454615b7-d4f9-4a2d-aaf8-6c489ac34abd,Leonardo Vieira,+55 (084) 1053 1243,ana91@example.org,Ativo,01-30-2023,01-30-2023
4b9d8bf5-ca1c-438d-aebf-8aab5c85dac1,Sr. João Gabriel Carvalho,(041) 9020 5261,ffernandes@example.com,Ativo,01-30-2023,01-30-2023
b74e470b-9b43-4c59-a798-2fad446cd96e,Cauê Lopes,0800-413-4494,da-pazdavi-lucca@example.org,Ativo,01-30-2023,01-30-2023
958089aa-4825-4d50-99c3-2d523fe81391,Esther da Cunha,+55 21 5678-8585,davi-lucca58@example.net,Ativo,01-30-2023,01-30-2023
bb567200-e29e-477d-b93c-a3e879e78bf0,Agatha Vieira,(041) 8313-4038,alexandreda-mata@example.org,Ativo,01-30-2023,01-30-2023
0ce5ed79-dcef-4ad3-9900-1aef5a0fba0a,Elisa Almeida,0900-002-6499,samuel34@example.net,Ativo,01-30-2023,01-30-2023
1d47f78a-b1a4-4651-b5c5-265babd9fb3d,Pietro da Costa,+55 51 0481 1006,tmartins@example.com,Ativo,01-30-2023,01-30-2023
6656fcea-cfe0-4749-8097-4e6ee23d7ead,Nathan Barbosa,11 6794-2091,da-cunhamaria-vitoria@example.com,Ativo,01-30-2023,01-30-2023
db728a0c-b624-44cb-9fb7-426d86343edb,Sarah Peixoto,(031) 4338-8568,qmonteiro@example.com,Ativo,01-30-2023,01-30-2023
0eb80e87-3c6d-4d33-91b9-4e3c58f4a62f,Alexandre Nunes,+55 (021) 4035 3615,sarah30@example.org,Ativo,01-30-2023,01-30-2023
8e7180cc-961e-4943-9b85-c146a6910686,Luiz Miguel Peixoto,84 0828 3367,pintofelipe@example.com,Ativo,01-30-2023,01-30-2023
71439182-8176-48c2-bd61-f5c3a024b76a,Vicente Lima,31 0576 6787,zsilveira@example.org,Ativo,01-30-2023,01-30-2023
2d271554-b876-4336-90a2-b7035efa6ba2,Bryan Campos,(084) 8807-4254,salves@example.org,Ativo,01-30-2023,01-30-2023
d6c4fda6-796d-4053-8812-6f62c98e73dc,Melissa Cardoso,+55 11 8019-3289,bbarros@example.com,Ativo,01-30-2023,01-30-2023
58b73b14-295f-4535-a745-9dc863204a38,Beatriz Teixeira,51 4469 8331,ribeiromarcos-vinicius@example.org,Ativo,01-30-2023,01-30-2023
aa0e8b90-1f3a-4d29-a587-0a8de2cbb85e,Ana Carolina Duarte,+55 (084) 4627-5152,fogacavicente@example.net,Ativo,01-30-2023,01-30-2023
118c4a7f-eb65-4c50-a868-03f2b49901a5,Augusto Alves,0800 477 6760,renan18@example.org,Ativo,01-30-2023,01-30-2023
100d3db7-d8ec-407f-9d22-72de29a80060,Srta. Ana Carolina Monteiro,0800-445-5263,fpereira@example.net,Ativo,01-30-2023,01-30-2023
241e1ae0-f5d6-44ea-8f09-749a16ccf2fa,João Gabriel Ferreira,0900 879 3459,renanbarbosa@example.com,Ativo,01-30-2023,01-30-2023
dc0af8ac-3f44-4c3c-ae7a-02d7994a3a95,Caroline Gomes,0500 191 2270,cauenovaes@example.com,Ativo,01-30-2023,01-30-2023
866ced72-2f43-42d0-a8fa-3bb51bc9874e,Isaac da Rosa,0500 937 6660,da-costaclarice@example.org,Ativo,01-30-2023,01-30-2023
fabb3202-1328-47fe-8a24-fca3269d189e,Luiz Felipe Silveira,(011) 7394 2113,joao-vitorda-rosa@example.org,Ativo,01-30-2023,01-30-2023
48ce9980-fb73-45c7-a34b-c9335f71fa3d,Maria Julia da Costa,0800 551 5380,juliana53@example.org,Ativo,01-30-2023,01-30-2023
a4a65b69-4b10-4559-b391-f517f9be8453,Augusto Silva,+55 (031) 5300 6616,otavioda-rosa@example.net,Ativo,01-30-2023,01-30-2023
a7b18d20-1f12-403f-944f-212cfc17e48e,Sr. João Lucas Porto,81 1145 7208,meloclara@example.org,Ativo,01-30-2023,01-30-2023
28531d7c-de0f-4600-8cdc-a1b8c0775cbb,Bruno da Paz,(011) 5616 4038,costajoao-miguel@example.net,Ativo,01-30-2023,01-30-2023
a0a8bacc-5532-468d-b676-4a864f1cf1f9,Marcos Vinicius Fogaça,+55 (011) 9371-6552,ceciliamelo@example.net,Ativo,01-30-2023,01-30-2023
95cd7bd6-434a-4a33-95dd-fe39e852472b,Maria Fernanda Correia,71 9203 7810,manuelarocha@example.net,Ativo,01-30-2023,01-30-2023
3d337ea6-f67b-4d00-811b-29a700d77d28,Igor Oliveira,+55 (021) 3804 1352,davimartins@example.com,Ativo,01-30-2023,01-30-2023
ea0cd39c-547a-4fe6-82ea-4b2d7933328f,Sra. Maria Fernanda da Cruz,(051) 9020-7472,maria-fernanda36@example.net,Ativo,01-30-2023,01-30-2023
3a6994a7-14b6-4c38-b925-c58d2da78c66,Ana Beatriz Novaes,(071) 3408 2756,sofia83@example.net,Ativo,01-30-2023,01-30-2023
9e2570d4-ad83-4a9e-a3fd-3ebfe1648610,Ana Laura Alves,(061) 6755-5953,joana39@example.org,Ativo,01-30-2023,01-30-2023
a72623d4-fd49-49ce-b7cb-254978ebc9aa,Olivia Silveira,84 4212-0532,santosmaysa@example.com,Ativo,01-30-2023,01-30-2023
7be26fb1-7165-4ef3-af1a-1df24f4ba4c4,Marcos Vinicius Nogueira,+55 (081) 9905 8942,bianca68@example.net,Ativo,01-30-2023,01-30-2023
83adf014-d400-4cd9-8872-b3b0e22af594,Julia Cunha,0500-623-6777,ana-juliapires@example.com,Ativo,01-30-2023,01-30-2023
fd46c404-51ce-4ded-a5e6-b69cb844be69,Noah Ferreira,0800 784 1136,valentina17@example.com,Ativo,01-30-2023,01-30-2023
20406a6a-4afa-4ebe-99ab-6670e0604810,Luiz Miguel da Rosa,84 9457 9648,diego44@example.org,Ativo,01-30-2023,01-30-2023
8c85f4d2-34f0-45ae-a2e0-31374812513a,Luigi Almeida,+55 (031) 5489-1969,valves@example.org,Ativo,01-30-2023,01-30-2023
ae6e73df-e07a-48be-bf91-f9ea34f6e285,Sra. Olivia Caldeira,81 2550 2003,caldeiraolivia@example.com,Ativo,01-30-2023,01-30-2023
e71cdc11-25a7-4b5f-8678-424db23c12c0,Francisco Gonçalves,+55 61 0999 0093,jmelo@example.net,Ativo,01-30-2023,01-30-2023
5929c775-bd81-494c-956e-f6c525b7aec4,Heloísa Teixeira,+55 (021) 5118 5045,laislopes@example.org,Ativo,01-30-2023,01-30-2023
18d2b421-60ae-4b14-b619-7643b1d0ac62,Lucca Vieira,+55 (011) 3881 2188,ana-lauracarvalho@example.com,Ativo,01-30-2023,01-30-2023
a134c4e3-0442-41af-8c99-e4e8ef0bf9a6,João Felipe Ribeiro,0900 179 7945,da-cruzvinicius@example.org,Ativo,01-30-2023,01-30-2023
3cfef9b4-660d-4163-af74-cf1e4516d273,Cauê Cardoso,21 9736-0571,zda-cruz@example.com,Ativo,01-30-2023,01-30-2023
354c128c-b027-4ab0-b1f3-9e92b6cf2c41,Dr. João Guilherme da Cunha,+55 51 8486 8336,pmoraes@example.net,Ativo,01-30-2023,01-30-2023
1f4bffec-a63e-4858-9cc4-9a95c0b5e60d,Ana Carolina Fogaça,(071) 7151-6523,araujobrenda@example.com,Ativo,01-30-2023,01-30-2023
b29eeb1c-0e1d-47e6-bf7a-93900d0a9012,Dra. Carolina Fernandes,+55 (081) 8891 2827,da-cruzthales@example.net,Ativo,01-30-2023,01-30-2023
e1fcf77b-7670-4b4f-aaef-5b169bbeeab8,Ana Lívia da Costa,41 3361 0488,joao-felipebarbosa@example.com,Ativo,01-30-2023,01-30-2023
d84d7612-ac38-4165-860b-54348afd1cd9,Bárbara Correia,0300 884 0119,souzaana-julia@example.com,Ativo,01-30-2023,01-30-2023
77c310cc-cd68-444c-979e-0a2f41c8786f,Dr. Thales Cavalcanti,51 1780 6688,daniel05@example.com,Ativo,01-30-2023,01-30-2023
1ec99c97-6e3b-4a9a-ab80-227494d6f13a,Emanuella Melo,+55 (041) 3626-4105,eloah88@example.net,Ativo,01-30-2023,01-30-2023
cba44d9c-7a62-40be-b23a-ef0af4297aeb,Sra. Helena Ribeiro,41 7337-2148,stella85@example.org,Ativo,01-30-2023,01-30-2023
2268d0ac-fc27-4c95-83a7-2cc84d8e3cc1,Noah da Cruz,11 8662-4932,santosmaria-vitoria@example.net,Ativo,01-30-2023,01-30-2023
04edb2d4-c42f-4bf2-b795-8b6fe01d4d40,Alexia Rodrigues,+55 21 3615-0552,hsilveira@example.com,Ativo,01-30-2023,01-30-2023
c0805691-b36b-4a23-822a-d14b45e7dbba,Miguel Caldeira,84 4355-1004,daniloaragao@example.org,Ativo,01-30-2023,01-30-2023
47e64834-10d9-42e4-b39d-651348bd9af5,Pietro da Cunha,51 8511 8107,melogustavo-henrique@example.net,Ativo,01-30-2023,01-30-2023
83b836ce-49ea-4a8c-bae1-0c1710bc1444,Maria Julia Almeida,(061) 8250 3051,luiz-fernando97@example.net,Ativo,01-30-2023,01-30-2023
e84c9191-1768-4c60-9b36-f37c16046b46,Alana Almeida,+55 84 0152 7417,zmartins@example.com,Ativo,01-30-2023,01-30-2023
cd543d42-5653-40f6-add8-77a2e9e644c2,Daniel Ferreira,+55 (081) 6969-8063,amendes@example.net,Ativo,01-30-2023,01-30-2023
ca0771d5-f77f-4204-96a7-7285bf0994a2,Dr. Danilo Souza,11 9773 8786,salesarthur@example.com,Ativo,01-30-2023,01-30-2023
c6093129-c2a0-4422-955c-f7a04692e249,Yuri Gomes,61 2892 2081,noahcardoso@example.org,Ativo,01-30-2023,01-30-2023
f2a61720-fc1e-4703-a3cb-c40850b99268,Fernando Correia,+55 84 9799-1706,caldeiramaria-alice@example.org,Ativo,01-30-2023,01-30-2023
1dcbb8af-f421-488d-a6b5-192062ce6419,Sra. Isabel Campos,+55 41 5220-0216,cunhalavinia@example.org,Ativo,01-30-2023,01-30-2023
64fbec34-8f31-4d50-97ad-9b74ed69edfd,Marcos Vinicius Teixeira,(021) 2341 2244,joao-gabriel71@example.net,Ativo,01-30-2023,01-30-2023
6bba26a9-603c-4f9c-9e60-b8a4feacd0a7,Sra. Sophia Costa,+55 71 5687-6380,rochaluiz-fernando@example.net,Ativo,01-30-2023,01-30-2023
98872881-1d3d-431f-b525-6a9ed5d316f8,Enzo da Paz,0800-575-1691,barbosajoao-lucas@example.com,Ativo,01-30-2023,01-30-2023
8d13e725-4dd5-460e-9005-63a8d2074c36,Eloah Mendes,61 9580 8062,nda-cruz@example.org,Ativo,01-30-2023,01-30-2023
cb5b03f3-0a12-4540-97c8-442456808ac6,Ana Jesus,+55 61 0261-9638,cunhaanthony@example.com,Ativo,01-30-2023,01-30-2023
6f4313c9-0cd7-40af-9740-de2f19e59ffb,Ana Luiza Castro,21 5469-0651,amandasilva@example.net,Ativo,01-30-2023,01-30-2023
fe142e05-652f-4471-a4b6-5111bff011a5,Breno Dias,+55 (084) 7246 9103,nascimentojulia@example.net,Ativo,01-30-2023,01-30-2023
3ec49f1c-0c1e-4cf9-9e30-e22a70191d60,Dr. Cauê Silveira,(061) 8930 8856,mariana08@example.org,Ativo,01-30-2023,01-30-2023
c6614a51-4b27-4d90-b6d7-085d389d7694,Rafaela Aragão,+55 (071) 9571 1421,rribeiro@example.org,Ativo,01-30-2023,01-30-2023
4676d1ff-c40d-4edf-ab92-daa2f26c6533,Otávio Rodrigues,(061) 8884-2837,ucorreia@example.org,Ativo,01-30-2023,01-30-2023
3cb91dd5-f2fa-4f62-9674-2150541df694,Dr. Luiz Felipe Lima,51 0429 7553,brenda46@example.com,Ativo,01-30-2023,01-30-2023
2c460611-7f99-4b9d-8108-c4aa623f362b,Juan Fogaça,+55 (021) 8305 8804,rafaela15@example.net,Ativo,01-30-2023,01-30-2023
49e8a738-6666-4587-86c0-6a5e93ee5eb0,Gustavo Mendes,81 0869 8115,fariaselisa@example.org,Ativo,01-30-2023,01-30-2023
e00976b5-4096-410e-acde-66bf92e7cafc,Nathan Nunes,0300-138-6968,fviana@example.com,Ativo,01-30-2023,01-30-2023
aca2385f-eb0d-475d-a4f3-d16d88465db0,Juliana da Rocha,+55 84 9381-5726,xpeixoto@example.net,Ativo,01-30-2023,01-30-2023
0f200a27-f2b3-4f4c-b9f8-6bd91fab6587,Vitor Hugo Souza,(071) 0465-6774,gustavopereira@example.org,Ativo,01-30-2023,01-30-2023
ede74493-6cbb-43c8-8f10-99abd7e868b6,Heitor Farias,0900 769 3830,cunhafernanda@example.com,Ativo,01-30-2023,01-30-2023
