id,employee_id,Nome Dependentes,Possui Dependente?,CPF Dependente,Parentesco Dependente,Dt. Nascimento Dependentes,Criado_em,Upload_em
458300c5-35ce-4a7d-b403-7af32343f72d,df8a9fb9-b537-4b1b-992a-1068a04d8198,Rebeca Azevedo,True,61464983121.0,Casado(a),1992-03-08,01-30-2023,01-30-2023
8802a132-9d50-4206-8e26-b78ebb7092dc,f242f9a5-c259-48e9-afe7-af6e9efce53f,Pedro Henrique da Paz,True,12859886609.0,Casado(a),1979-04-27,01-30-2023,01-30-2023
1bfa1ffe-56b9-41ed-994c-257fb5750a38,d288247a-1fe6-43ab-8a9a-b72003476d2e,Kaique da Cunha,True,40493872953.0,Filho(a) menos de 21 anos,2002-11-10,01-30-2023,01-30-2023
edcd3a5c-7443-4739-8494-8be4058c824b,1819226c-dba5-4d3c-abb0-a77fdda215d8,Ian Duarte,True,59702039783.0,Filho(a) mais de 21 anos,1979-09-14,01-30-2023,01-30-2023
9bb725be-3f4c-4850-b994-959f29288506,2bade1bf-65b1-422f-b7b0-a53b113f2248,Ana Clara Vieira,True,39087613513.0,Filho(a) mais de 21 anos,2011-09-05,01-30-2023,01-30-2023
406f502e-45ca-4a43-bda7-a14fbe5290fe,94335941-32e7-4281-bc54-75438a1bb359,Elisa Rodrigues,True,40004265292.0,Filho(a) mais de 21 anos,2022-01-07,01-30-2023,01-30-2023
1b54f9e6-79ff-46ee-918a-ca14a5b28ef6,7346b8df-6a6c-4e9b-a90b-908746f663c5,Amanda Pires,True,30441214285.0,Casado(a),2003-05-14,01-30-2023,01-30-2023
580a9a70-432d-4051-bd65-8a3cff711024,ac3279ad-52d2-44ad-86c9-6e604e4abedf,Heloísa Cunha,True,19345519945.0,Casado(a),1998-06-12,01-30-2023,01-30-2023
5dc17ac1-ab9b-416b-851c-452391a03f8e,72abc247-9452-4070-8e65-85116ea2b5fd,Diogo Barros,True,60365145540.0,Filho(a) menos de 21 anos,2019-11-21,01-30-2023,01-30-2023
da5e8c43-c660-4f10-9728-9ce73b48d32f,d0552ada-531f-49d9-a064-9b07e500e939,Ian Duarte,True,63514370601.0,Filho(a) menos de 21 anos,2010-10-10,01-30-2023,01-30-2023
6679fab1-2640-41f9-8968-38992903b74e,d98b45b3-abbb-4c37-b5ab-6014400d6890,Diogo Barros,True,51167106297.0,Casado(a),1973-09-02,01-30-2023,01-30-2023
77a36892-b88b-4aa8-8cf4-5005e7bb6b88,6fa971dd-c096-43a7-92df-950afbf792d4,Maitê Barros,True,37383862716.0,Casado(a),1995-02-07,01-30-2023,01-30-2023
6e373ed8-5acd-44d1-8810-8c69ac1306d5,6fa971dd-c096-43a7-92df-950afbf792d4,,False,,,,01-30-2023,01-30-2023
aebb58d7-f683-4394-91e9-117f430e36b7,5e954b52-145e-43b4-bb8f-94ad9b95cf86,Dr. Gabriel Vieira,True,42327447962.0,Filho(a) menos de 21 anos,1992-06-17,01-30-2023,01-30-2023
c1daae1d-8363-4fbd-8463-3e5fb8ce7cc2,1e66ccbf-91f6-485c-abea-f0c80148cbf4,Isaac Cavalcanti,True,80350396980.0,Casado(a),2002-05-26,01-30-2023,01-30-2023
906a93cf-a810-4956-928a-6b5ac5737ec8,cc5e4543-9f71-4cca-abe7-bd7adebd6ebd,Dra. Heloísa Santos,True,67413582637.0,Casado(a),2015-09-05,01-30-2023,01-30-2023
0f57d099-9ee8-49e8-9a57-40757161b052,cc5e4543-9f71-4cca-abe7-bd7adebd6ebd,Ryan Rezende,True,97852803335.0,Filho(a) mais de 21 anos,1995-03-11,01-30-2023,01-30-2023
b9527333-1d58-4f26-ae35-574e60b2eac8,e1a6c7a0-9a45-4663-b1b3-b9d15a9bbd09,Cauê Ramos,True,73749792086.0,Filho(a) menos de 21 anos,1997-12-06,01-30-2023,01-30-2023
05eeb22e-5ea2-4743-a9df-da598cf299b7,e8fc1462-bad9-498d-87f0-d771821ccfdc,Dra. Stephany Cardoso,True,53077592878.0,Filho(a) menos de 21 anos,2017-11-07,01-30-2023,01-30-2023
7e77a21a-062d-4a6f-a5d5-911d1c969e23,0dd3269f-c7c2-42e6-9d4a-b8abb090b216,Evelyn Lima,True,82182533036.0,Filho(a) mais de 21 anos,1996-08-31,01-30-2023,01-30-2023
80bff6de-6f32-414c-a3c2-272d6b581506,69e725c6-c830-4c51-8b5f-e834037394b6,Carolina da Mota,True,12927661110.0,Filho(a) mais de 21 anos,2016-10-05,01-30-2023,01-30-2023
a16b0d8e-2d87-48ff-8427-856b5ae8d6ca,801830cf-580b-416a-a06a-a39e69534481,Eduarda Alves,True,36588439140.0,Casado(a),1982-03-11,01-30-2023,01-30-2023
a47e3232-cb47-4db7-b980-b076be3b372c,06529853-9e15-442f-9054-a769c5935fe2,Sr. Otávio Porto,True,77989960894.0,Casado(a),1978-07-04,01-30-2023,01-30-2023
34515bee-4a29-4a88-9eec-da54a9408fa2,eab854a4-e209-4997-a243-fafcb668f840,Sr. Yuri da Costa,True,30441214285.0,Casado(a),2005-01-12,01-30-2023,01-30-2023
c20b9e17-f769-4bcb-8bc6-ec3a7284a9ab,639dd393-8a41-4c7e-a260-116c5dbc0775,Murilo Moreira,True,17348208412.0,Filho(a) menos de 21 anos,1988-08-22,01-30-2023,01-30-2023
c5f82e20-5671-47a8-a186-5e44c12575bb,f292773f-98c8-4bf7-8e31-9b749c270d22,Diogo Freitas,True,26381988893.0,Filho(a) menos de 21 anos,1984-01-05,01-30-2023,01-30-2023
02e1995b-20b4-4ec0-b1a5-2ea052142a3e,cedc2c5c-5db7-4711-abb7-c9c7ab7ad916,Evelyn Nascimento,True,16325504673.0,Casado(a),1993-08-16,01-30-2023,01-30-2023
d01037cd-f786-401d-ac80-b66169a2f4be,e95714d9-c1c3-4dd3-a165-756031430db7,Gustavo Henrique Aragão,True,55628010001.0,Filho(a) menos de 21 anos,1977-12-04,01-30-2023,01-30-2023
eb1ab039-4076-4379-9cb2-4282d47b5e47,e22d404f-e4fb-4a42-8076-7c65fc6b559e,Maria Vitória Moura,True,41690352705.0,Casado(a),2019-11-21,01-30-2023,01-30-2023
3711249c-0418-42f7-8534-0493d0b5b966,ad32fa62-15d9-4fe0-a8cf-64b047e54268,Ana Lívia Silveira,True,61464983121.0,Filho(a) mais de 21 anos,2000-11-23,01-30-2023,01-30-2023
d34dcd3f-ebde-4bdc-acba-23c4e00db64e,e743506b-2093-48e9-b16f-f373834bac7d,Maria Fernanda Campos,True,17705651760.0,Casado(a),2001-10-31,01-30-2023,01-30-2023
7ec22273-0ee3-43dc-9c26-22be3d8aea06,4b7fa2a6-904d-4e2a-a3c8-92aa9b522eca,Maria Cecília Freitas,True,22656907555.0,Casado(a),2006-04-16,01-30-2023,01-30-2023
0ed9d7e7-1bd1-4217-bc40-27d9fc6bf236,8b1fabe0-3d4f-4d26-a708-c87efc8db5e2,Yago Aragão,True,51081742442.0,Casado(a),2019-11-03,01-30-2023,01-30-2023
c5d0f100-5d29-4182-aa2c-46ee22b97e20,54530a41-9dea-42f0-afd5-73a3c1aaa660,Kaique Barbosa,True,36008311261.0,Filho(a) menos de 21 anos,2022-09-29,01-30-2023,01-30-2023
15170c31-8198-4d42-a9d6-34c2dbdf9c3d,05a5760a-470b-4d70-9b2f-8a5670eb2609,Sr. Vitor Hugo Vieira,True,33333766349.0,Filho(a) mais de 21 anos,1992-10-31,01-30-2023,01-30-2023
efbc0572-56b3-496f-b888-f23a673d281d,bc418576-91f1-49a3-b87d-272d3194b97c,Sr. Bernardo Fogaça,True,84128617824.0,Casado(a),2003-09-08,01-30-2023,01-30-2023
388661d1-b8b0-4cfd-8d73-418085a637f6,5f2ac60c-0fa1-49af-8282-d923d8f0cf16,Evelyn Jesus,True,74094105067.0,Filho(a) menos de 21 anos,2002-08-06,01-30-2023,01-30-2023
9ea914a3-18e1-4a65-aaa2-63c08aab8654,1c6c31f4-30fc-41ab-8965-57a6724cfc85,Thomas da Costa,True,20095238844.0,Filho(a) mais de 21 anos,2002-05-08,01-30-2023,01-30-2023
5e7c9e33-ae3c-4426-ab4c-f3a7f5374e1f,00add2c7-4a45-4252-b4f6-3c7a0ea2aba9,Enrico da Conceição,True,69217005022.0,Filho(a) menos de 21 anos,1990-08-21,01-30-2023,01-30-2023
3c260444-be4c-4652-9a21-1a54e36cfdbd,553fc8da-784f-4940-bfc4-e77f05f5a74e,Heloísa Alves,True,68805748010.0,Casado(a),1986-02-26,01-30-2023,01-30-2023
c351d1e4-bd62-4920-bfde-71e954cd5dab,66ae8d28-7437-44b5-9b84-ec18785d1e63,Camila Costa,True,32631397701.0,Filho(a) mais de 21 anos,2013-09-23,01-30-2023,01-30-2023
06e10399-6a0b-4f8b-8bf0-c328bc08a938,09bd8bef-08b1-4bd1-aa1f-30920ce6b7f7,Lívia Gomes,True,92151952156.0,Casado(a),1975-03-13,01-30-2023,01-30-2023
65e7234b-1271-4687-92e3-d7bb6bd03438,09bd8bef-08b1-4bd1-aa1f-30920ce6b7f7,João Rezende,True,14751789625.0,Casado(a),1972-06-02,01-30-2023,01-30-2023
e7c8a488-4e39-4db4-ad66-1d671e36bd92,09bd8bef-08b1-4bd1-aa1f-30920ce6b7f7,,False,,,,01-30-2023,01-30-2023
6b0125fa-59e1-4b99-b045-079ba8eac4bb,0fae8a02-8fbf-40bd-9306-3d256c1045c0,Paulo Gomes,True,87994472431.0,Filho(a) mais de 21 anos,1996-01-31,01-30-2023,01-30-2023
7ad513be-5a9c-445b-bd20-acafab6e2c8f,91b9283c-352a-438b-a843-5f79e7152957,Rafael da Conceição,True,71388113401.0,Filho(a) menos de 21 anos,2008-04-25,01-30-2023,01-30-2023
0333f430-17b3-43d8-a0f0-d437557bea3f,4b4f88ce-3b52-434d-bd05-a501230014b3,Pedro Miguel Cardoso,True,10131730662.0,Filho(a) menos de 21 anos,1983-07-27,01-30-2023,01-30-2023
ef6b5c1e-bdf6-4005-a1a3-cf6cbe2435fd,a2ae8e4e-ee45-43f2-9f74-c8fd07142ac5,Paulo Pinto,True,60365145540.0,Casado(a),1975-10-12,01-30-2023,01-30-2023
5ba0736b-8711-42e0-b5d5-7963c8a51de7,200410eb-29bd-4ad3-bb29-b76394ca4c55,João Vitor da Paz,True,64165366569.0,Filho(a) menos de 21 anos,2015-12-10,01-30-2023,01-30-2023
e63daf9b-b722-4eca-9446-e049ed717f62,200410eb-29bd-4ad3-bb29-b76394ca4c55,,False,,,,01-30-2023,01-30-2023
929e5ea7-7b31-42b9-b9fe-658208e907d4,6d7d0e75-a2f0-4e1a-9236-44d7c9a14dcd,Alana da Mata,True,78729684591.0,Casado(a),2006-04-16,01-30-2023,01-30-2023
209a26ed-460c-4ff5-a95a-1dce7cdb124d,5e3b3c33-ad58-40b6-9b32-89327f02aef3,Benjamin Moreira,True,64083730782.0,Filho(a) menos de 21 anos,1998-07-06,01-30-2023,01-30-2023
5fc9f26f-0582-4d7c-bb2b-2bd161afbb18,af933ad5-4933-4ac5-ab47-78c5f6779fab,Miguel Araújo,True,47757401818.0,Casado(a),1991-07-25,01-30-2023,01-30-2023
398dc257-1544-4b2c-b772-9d0f6d38f9a7,1b297f44-d81d-4c4d-9931-a84e20befe74,Sr. Breno Rezende,True,65591670661.0,Casado(a),2007-06-03,01-30-2023,01-30-2023
f791ee75-cfea-4efd-ba7c-126efb27405a,508b5aa5-1c8a-4164-8599-a8f275a923ef,Francisco Carvalho,True,28266289918.0,Casado(a),2008-04-21,01-30-2023,01-30-2023
14a9c9dc-fcf0-4bb3-91f7-53eb4f60b625,57670177-6711-4be4-8950-cce33e73e469,Dr. Gabriel Vieira,True,80135144067.0,Filho(a) menos de 21 anos,1976-02-21,01-30-2023,01-30-2023
493aa81a-82a4-4f08-8eda-2ef8ae10cca0,4fa05c68-fc54-4fd2-bb74-9d0982e2e115,Maria Julia Teixeira,True,87015128430.0,Filho(a) menos de 21 anos,2014-08-20,01-30-2023,01-30-2023
4304f98a-22f7-4cec-ae98-eef3ba22ce62,783b17f8-7385-457e-bc8a-4ae6fa93ab36,Felipe da Rosa,True,16920902878.0,Filho(a) menos de 21 anos,2002-01-17,01-30-2023,01-30-2023
1de3828b-c93a-4e64-a3b6-997585c35330,5f0d44f8-ca09-438b-85d5-9215793426d3,Sr. Raul Ribeiro,True,74094105067.0,Filho(a) mais de 21 anos,2014-08-25,01-30-2023,01-30-2023
00e9d0d0-4877-4599-8e3d-463aff108d9a,32f62c2f-bb5e-4407-85ad-4f0befc500fa,Luiz Otávio da Rocha,True,34611467408.0,Filho(a) menos de 21 anos,2010-04-26,01-30-2023,01-30-2023
b12ead6c-3c2d-426e-b599-750cf2ad2d97,de38e30c-cfe0-4de9-b405-fa22b3eb9f5e,Marina Alves,True,17977298767.0,Casado(a),2020-04-30,01-30-2023,01-30-2023
bae83089-10ea-4000-929a-cabb00bdae6a,6096333d-a378-4b94-8c53-6a1b9b9588a5,Evelyn Jesus,True,96602373459.0,Casado(a),2002-10-29,01-30-2023,01-30-2023
8321804f-7a4e-4dd7-ae6b-521575e04674,49adab16-192e-4dc8-9409-3f59732194a8,Carlos Eduardo da Mata,True,16559525396.0,Casado(a),2003-09-08,01-30-2023,01-30-2023
3e752728-1aae-4230-aa1b-87e0660eb2f1,200d1787-bba6-46c7-a5cd-c78cd8a8f280,Sr. Bryan Nunes,True,90266779151.0,Filho(a) mais de 21 anos,1992-06-17,01-30-2023,01-30-2023
a9a216b6-17de-4750-b8e5-63f0ca0573cd,6350ac7b-201c-4980-8d71-03ae6f1b9ef8,Kamilly da Conceição,True,48398998615.0,Filho(a) mais de 21 anos,1971-10-28,01-30-2023,01-30-2023
9c2f6469-204b-45a0-a6a2-e8340d5067eb,a53f097c-dae2-4181-a036-ba5b1904d1d3,Theo Nogueira,True,85760982745.0,Filho(a) mais de 21 anos,2010-03-13,01-30-2023,01-30-2023
91d96b4d-3427-4a41-afd5-a0dbfca2e988,733c39aa-1098-47cd-b900-c5fb4ee64d13,Emanuella Souza,True,57871983481.0,Filho(a) menos de 21 anos,2006-04-23,01-30-2023,01-30-2023
d59f4ecf-2b5b-4826-9d12-f09775bf7949,58eae766-f46e-4691-ad5b-1461d92b6882,Marcelo Teixeira,True,84618137946.0,Filho(a) menos de 21 anos,1977-11-28,01-30-2023,01-30-2023
5b9140c8-e8d1-4c35-8f59-b8a2d47dcbc8,3020f6a2-d628-4b00-a708-225b17f78cb5,Diogo Barros,True,22821717526.0,Casado(a),1976-12-02,01-30-2023,01-30-2023
041d564b-bb03-4e81-8474-7264047aa2a9,eb4e9902-21f4-43b5-bc70-ceb30a2dc381,Samuel Costa,True,16137358044.0,Filho(a) menos de 21 anos,1999-03-31,01-30-2023,01-30-2023
8dd8720e-8b08-40c3-8c2e-3f742deb0465,04124a4a-80da-4018-8e88-f3ececd0828b,Catarina Barbosa,True,90306373074.0,Filho(a) menos de 21 anos,2006-10-24,01-30-2023,01-30-2023
6716a32b-6ede-467c-9d2a-e0b65e797888,dfb555f9-e5c5-4f88-948c-beac34503735,Evelyn Lima,True,77768567029.0,Filho(a) mais de 21 anos,1989-01-04,01-30-2023,01-30-2023
23e2254a-e663-4cb7-8a6b-4b5004d26802,97309f31-5ad4-4945-8f34-15abb5c7f352,Lorena Nascimento,True,91666513057.0,Casado(a),1977-09-27,01-30-2023,01-30-2023
04cf7de9-abb7-45ad-89d5-0acc3b71c81e,1d0e6dad-d080-4042-b0ba-132da21000f7,Srta. Maria Eduarda Cardoso,True,65120686099.0,Casado(a),2009-03-28,01-30-2023,01-30-2023
f0ad54c2-8b5b-42ee-96cf-ebe4103eb6d3,5b666d12-8c62-4f8d-9c29-73b4214742ee,Sr. Kevin Ferreira,True,78479400995.0,Casado(a),1972-08-30,01-30-2023,01-30-2023
66132808-d54a-4227-864a-9872c23f6d3d,6ac59c69-5df2-4e8d-8fd9-327c02aa3d05,Isabella da Conceição,True,26432106202.0,Casado(a),1977-05-26,01-30-2023,01-30-2023
a07c65b2-ff94-4e14-932b-56742b2b14ef,0a398023-3109-4af8-8ae5-dda8b6f49997,Rebeca Azevedo,True,17483742628.0,Casado(a),1982-12-03,01-30-2023,01-30-2023
99a2f44c-8d43-4798-9583-b305e152458f,2efc540d-21eb-431b-be23-0ad78336a1e4,Bernardo Oliveira,True,55085166790.0,Filho(a) menos de 21 anos,2022-05-15,01-30-2023,01-30-2023
8be2c0e9-d955-4315-b80f-6cd016741eda,15a75dcf-2702-426a-8fd7-a38a549e7173,Yago das Neves,True,10292487566.0,Filho(a) menos de 21 anos,2003-08-12,01-30-2023,01-30-2023
903998b3-535d-4a2e-911e-f27d879f1104,9ca52f70-b8bf-4d56-8700-2f57e7aac47b,Nicole Moura,True,91176555767.0,Filho(a) mais de 21 anos,2010-05-25,01-30-2023,01-30-2023
ee4dcabe-8cee-4574-8201-1383449f9290,0ce79421-af04-4bfc-9020-478f45a0ee5b,Sra. Manuela Cunha,True,74293929891.0,Filho(a) menos de 21 anos,1975-10-12,01-30-2023,01-30-2023
8cd9672e-56e9-487b-85ee-a9230947b839,f40c2919-5538-49ca-b308-e5d368203a39,Gabriel Lopes,True,46406869480.0,Casado(a),2011-01-08,01-30-2023,01-30-2023
b1208e78-db4f-4d80-acf6-1b9b82f57f95,2d896fbd-e239-4bb2-8ac3-dcd96a5ea616,Juliana Duarte,True,82469426651.0,Casado(a),1979-12-18,01-30-2023,01-30-2023
b6318e57-5016-4e80-8928-51f92945f79a,40f1afd3-e111-4ff3-a9ad-3884ef0622c9,Vitor Gabriel Barbosa,True,35050575810.0,Filho(a) menos de 21 anos,1986-05-15,01-30-2023,01-30-2023
18ecf394-5094-4870-8d2f-dc538d663f44,d4f3736c-56e8-4fa7-a83f-c4e95706715d,Ana Julia da Conceição,True,77951792107.0,Casado(a),2021-09-22,01-30-2023,01-30-2023
f4f0bead-7965-4135-b060-4bdf12e8562d,29d94ed0-da61-49e5-a56b-de55b169fb49,Amanda Pires,True,73595276312.0,Filho(a) menos de 21 anos,1975-06-11,01-30-2023,01-30-2023
039ecbf9-1c50-4eab-9f3b-7d8ee7a59f5a,ce04a1bd-acc2-4b81-ad34-99973a21d2aa,Maitê da Mota,True,57718068245.0,Filho(a) mais de 21 anos,1982-05-26,01-30-2023,01-30-2023
608694d8-d09d-4536-bbea-7d433df10006,37031118-adc4-463b-8f69-45e098677ce4,Isadora Pereira,True,42327447962.0,Filho(a) mais de 21 anos,1987-02-21,01-30-2023,01-30-2023
705ca4a8-10ab-4ba5-98a0-5038403a23b2,454615b7-d4f9-4a2d-aaf8-6c489ac34abd,André Cunha,True,25930913910.0,Casado(a),1971-11-26,01-30-2023,01-30-2023
d9f71ff6-700f-44e8-a843-3963811dad0b,4b9d8bf5-ca1c-438d-aebf-8aab5c85dac1,Carolina Freitas,True,95493012011.0,Filho(a) mais de 21 anos,2014-04-21,01-30-2023,01-30-2023
91eef21a-3459-4051-a30e-9c054940a50b,b74e470b-9b43-4c59-a798-2fad446cd96e,Lavínia da Mota,True,25220177758.0,Casado(a),2019-11-03,01-30-2023,01-30-2023
472f42c5-45d5-49ab-a890-ccdcdcfc72a5,958089aa-4825-4d50-99c3-2d523fe81391,Brenda Mendes,True,38564121937.0,Filho(a) menos de 21 anos,1976-12-18,01-30-2023,01-30-2023
ecd5509e-d698-4503-a528-68368a209829,bb567200-e29e-477d-b93c-a3e879e78bf0,Clarice Viana,True,82873693871.0,Filho(a) mais de 21 anos,1998-05-06,01-30-2023,01-30-2023
629da04b-5742-4754-9bdf-35ec4f92bf2b,0ce5ed79-dcef-4ad3-9900-1aef5a0fba0a,Vitória Rodrigues,True,54645070255.0,Filho(a) menos de 21 anos,1984-10-20,01-30-2023,01-30-2023
8a440480-1296-4237-a237-65b8f35b4128,1d47f78a-b1a4-4651-b5c5-265babd9fb3d,Danilo Freitas,True,79805021316.0,Filho(a) mais de 21 anos,1970-07-13,01-30-2023,01-30-2023
50c921f2-0d03-4eaa-963b-45e01cfe762e,6656fcea-cfe0-4749-8097-4e6ee23d7ead,Yasmin da Rosa,True,92934972442.0,Filho(a) menos de 21 anos,1989-01-04,01-30-2023,01-30-2023
081e428e-ccd8-4c2b-a8e4-82dc9b78f26b,db728a0c-b624-44cb-9fb7-426d86343edb,Heloísa da Costa,True,43327015189.0,Filho(a) menos de 21 anos,2016-12-06,01-30-2023,01-30-2023
1d1c5dcd-2f38-4241-ae85-098735b4dfcb,0eb80e87-3c6d-4d33-91b9-4e3c58f4a62f,João Felipe Vieira,True,43742893097.0,Casado(a),2022-07-14,01-30-2023,01-30-2023
8bbfca15-4ebe-4d1e-bc0d-fa0689cd6af1,8e7180cc-961e-4943-9b85-c146a6910686,Júlia Vieira,True,16388919164.0,Filho(a) menos de 21 anos,2008-04-24,01-30-2023,01-30-2023
052e96e0-88bb-4ab5-8738-54888b7966da,71439182-8176-48c2-bd61-f5c3a024b76a,Matheus Pires,True,72963457105.0,Casado(a),1980-09-07,01-30-2023,01-30-2023
aca3122c-e777-4b6e-8563-18d052b01173,2d271554-b876-4336-90a2-b7035efa6ba2,Luiz Gustavo Silveira,True,45634332791.0,Casado(a),2021-11-09,01-30-2023,01-30-2023
0e642012-38ea-4225-9d22-0c4cc295ccac,d6c4fda6-796d-4053-8812-6f62c98e73dc,Dra. Caroline Rocha,True,29567009519.0,Filho(a) mais de 21 anos,1993-08-16,01-30-2023,01-30-2023
20771232-a1ee-41d3-8b13-1d2c691d83db,58b73b14-295f-4535-a745-9dc863204a38,Maitê da Rosa,True,86995446808.0,Filho(a) mais de 21 anos,1978-04-24,01-30-2023,01-30-2023
cba8a3f8-3189-4083-8cb6-41b81cda9705,aa0e8b90-1f3a-4d29-a587-0a8de2cbb85e,Paulo Pinto,True,99998053745.0,Filho(a) menos de 21 anos,2014-04-21,01-30-2023,01-30-2023
7922d075-839c-4c74-aeeb-3a21460a9f7b,118c4a7f-eb65-4c50-a868-03f2b49901a5,Leonardo Rezende,True,24420342270.0,Casado(a),1980-07-26,01-30-2023,01-30-2023
f9c367c4-f10e-4c5c-a73e-c760c3d3a69e,100d3db7-d8ec-407f-9d22-72de29a80060,Enzo Carvalho,True,54560341181.0,Casado(a),1989-02-17,01-30-2023,01-30-2023
eb8a9b53-6b65-4bad-b094-8f8d77c18f9d,241e1ae0-f5d6-44ea-8f09-749a16ccf2fa,Rafael Pinto,True,76801130792.0,Filho(a) menos de 21 anos,1975-11-18,01-30-2023,01-30-2023
6baf68bc-46d8-4a9c-a999-b4dcc7b1bc0c,dc0af8ac-3f44-4c3c-ae7a-02d7994a3a95,Isabella da Conceição,True,66336365748.0,Filho(a) menos de 21 anos,2002-04-08,01-30-2023,01-30-2023
d1393f2e-dece-4f08-bdf3-5183a40473f5,866ced72-2f43-42d0-a8fa-3bb51bc9874e,Kamilly Porto,True,48429354401.0,Casado(a),2011-08-05,01-30-2023,01-30-2023
0fb0aa79-5e13-4bf2-b5eb-e3afdf94eaac,fabb3202-1328-47fe-8a24-fca3269d189e,Ana Carolina Sales,True,20544649478.0,Filho(a) mais de 21 anos,1976-07-15,01-30-2023,01-30-2023
b4130076-0127-4ee5-963c-73b8db17a4f0,48ce9980-fb73-45c7-a34b-c9335f71fa3d,Sarah Campos,True,86995446808.0,Filho(a) menos de 21 anos,1989-12-07,01-30-2023,01-30-2023
5a0a93c7-da8a-474d-8bce-329c2906fdbf,a4a65b69-4b10-4559-b391-f517f9be8453,Luiz Otávio da Rocha,True,27353833128.0,Filho(a) menos de 21 anos,2020-02-12,01-30-2023,01-30-2023
63489144-9bc4-4926-8fde-7fcc4293d5c4,a7b18d20-1f12-403f-944f-212cfc17e48e,Julia Lima,True,85999657467.0,Casado(a),1972-06-22,01-30-2023,01-30-2023
c49d77a9-49d1-4566-af53-f3d2fb7a2e06,28531d7c-de0f-4600-8cdc-a1b8c0775cbb,Pedro Henrique Cardoso,True,60365145540.0,Filho(a) menos de 21 anos,2022-10-21,01-30-2023,01-30-2023
